region_name,state_name,lat_max,lat_min,lng_max,lng_min,lat_avg,lng_avg,yearly_sunlight_kwh_kw_threshold_avg,count_qualified,percent_covered,percent_qualified,number_of_panels_n,number_of_panels_s,number_of_panels_e,number_of_panels_w,number_of_panels_f,number_of_panels_median,number_of_panels_total,kw_median,kw_total,yearly_sunlight_kwh_n,yearly_sunlight_kwh_s,yearly_sunlight_kwh_e,yearly_sunlight_kwh_w,yearly_sunlight_kwh_f,yearly_sunlight_kwh_median,yearly_sunlight_kwh_total,install_size_kw_buckets_json,carbon_offset_metric_tons,existing_installs_count
Maryland,Maryland,39.7228816,37.9649662,-75.0501402,-79.4702237,39.149358421844006,-76.775243116294192,1033.3149762609978,495723,40.770445733238482,71.604711796101427,1008271,4982447,3502389,3546376,16415024,21,29454507,5.25,7363626.75,269167081.08043963,1587515380.7627251,1016795604.8524593,1025040488.9191269,5048062668.0415678,6416.0724731445307,8946581223.65627,"[[0,218876],[5,166750],[10,52793],[15,17678],[20,7892],[25,4750],[30,3243],[35,2487],[40,2039],[45,1722],[50,1425],[55,1155],[60,950],[65,825],[70,720],[75,615],[80,522],[85,507],[90,478],[95,422],[100,403],[105,406],[110,350],[115,330],[120,292],[125,280],[130,247],[135,256],[140,200],[145,227],[150,185],[155,190],[160,175],[165,178],[170,164],[175,163],[180,126],[185,151],[190,131],[195,136],[200,117],[205,122],[210,111],[215,117],[220,109],[225,78],[230,110],[235,97],[240,88],[245,104],[250,85],[255,75],[260,83],[265,62],[270,58],[275,51],[280,66],[285,71],[290,53],[295,44],[300,57],[305,54],[310,54],[315,41],[320,49],[325,49],[330,33],[335,44],[340,49],[345,46],[350,43],[355,33],[360,41],[365,39],[370,39],[375,47],[380,39],[385,34],[390,30],[395,35],[400,41],[405,25],[410,42],[415,49],[420,38],[425,39],[430,29],[435,27],[440,39],[445,36],[450,30],[455,31],[460,34],[465,35],[470,22],[475,24],[480,29],[485,25],[490,29],[495,16],[500,22],[505,28],[510,23],[515,27],[520,28],[525,27],[530,25],[535,27],[540,19],[545,18],[550,21],[555,11],[560,25],[565,12],[570,23],[575,29],[580,17],[585,27],[590,16],[595,17],[600,22],[605,22],[610,21],[615,23],[620,18],[625,11],[630,14],[635,20],[640,14],[645,14],[650,22],[655,19],[660,15],[665,16],[670,16],[675,12],[680,21],[685,14],[690,11],[695,19],[700,11],[705,10],[710,19],[715,17],[720,8],[725,13],[730,15],[735,9],[740,11],[745,15],[750,14],[755,17],[760,20],[765,6],[770,11],[775,8],[780,10],[785,15],[790,16],[795,16],[800,7],[805,9],[810,16],[815,11],[820,9],[825,12],[830,6],[835,9],[840,14],[845,13],[850,15],[855,8],[860,5],[865,8],[870,7],[875,13],[880,7],[885,8],[890,6],[895,8],[900,6],[905,9],[910,9],[915,7],[920,8],[925,7],[930,8],[935,9],[940,7],[945,6],[950,4],[955,10],[960,5],[965,7],[970,3],[975,6],[980,7],[985,7],[990,26],[995,433],[1000,339]]",5805849.4483000524,6077
Massachusetts,Massachusetts,42.8866359,41.2404842,-69.9307813,-73.4777513,42.219708530900881,-71.303392997798156,979.22494511775085,820577,62.2328604142413,67.473948290450352,782736,9733319,6212484,5858013,29512286,23,52098838,5.75,13024709.5,199336664.5439294,2884198917.7952614,1698927207.0216007,1574720174.9493279,8504728499.9919748,6571.6210205078123,14861911464.302265,"[[0,321921],[5,312554],[10,88154],[15,28904],[20,12320],[25,7425],[30,5313],[35,4115],[40,3473],[45,2821],[50,2436],[55,2138],[60,1894],[65,1567],[70,1436],[75,1337],[80,1157],[85,1130],[90,987],[95,879],[100,743],[105,690],[110,705],[115,623],[120,597],[125,532],[130,519],[135,466],[140,432],[145,387],[150,416],[155,346],[160,352],[165,322],[170,325],[175,304],[180,262],[185,261],[190,236],[195,234],[200,207],[205,231],[210,226],[215,224],[220,187],[225,204],[230,168],[235,186],[240,181],[245,148],[250,138],[255,157],[260,177],[265,121],[270,155],[275,109],[280,114],[285,118],[290,124],[295,119],[300,110],[305,119],[310,95],[315,84],[320,83],[325,110],[330,132],[335,114],[340,80],[345,109],[350,87],[355,89],[360,81],[365,101],[370,91],[375,80],[380,68],[385,71],[390,71],[395,80],[400,55],[405,71],[410,71],[415,70],[420,67],[425,79],[430,75],[435,68],[440,55],[445,57],[450,56],[455,44],[460,64],[465,55],[470,41],[475,36],[480,54],[485,49],[490,47],[495,48],[500,62],[505,48],[510,42],[515,56],[520,43],[525,40],[530,49],[535,42],[540,38],[545,47],[550,34],[555,32],[560,41],[565,34],[570,42],[575,31],[580,27],[585,44],[590,31],[595,25],[600,41],[605,43],[610,29],[615,25],[620,26],[625,26],[630,35],[635,19],[640,23],[645,23],[650,25],[655,35],[660,28],[665,26],[670,26],[675,26],[680,29],[685,27],[690,19],[695,17],[700,28],[705,17],[710,21],[715,25],[720,19],[725,16],[730,20],[735,34],[740,22],[745,26],[750,21],[755,19],[760,18],[765,18],[770,20],[775,17],[780,16],[785,22],[790,17],[795,29],[800,15],[805,18],[810,21],[815,13],[820,8],[825,13],[830,18],[835,19],[840,18],[845,10],[850,21],[855,21],[860,15],[865,20],[870,10],[875,16],[880,13],[885,10],[890,23],[895,12],[900,19],[905,11],[910,15],[915,14],[920,18],[925,17],[930,8],[935,13],[940,13],[945,9],[950,13],[955,17],[960,9],[965,11],[970,12],[975,16],[980,21],[985,22],[990,69],[995,916],[1000,332]]",6434518.1630905624,15331
Michigan,Michigan,48.231275,41.7086813,-82.4188161,-90.1878118,42.720860346364795,-84.020942562979513,950.73891245555967,1301393,62.235246905544471,70.340244522036173,5388613,17420179,10846073,15166055,47539977,27,96360897,6.75,24090224.25,1331527356.6539466,5112779219.8116589,2853893241.0259595,4087861677.8172183,13571134229.784407,7350.628173828125,26957195725.0934,"[[0,439084],[5,432157],[10,195671],[15,80711],[20,34938],[25,18322],[30,12265],[35,9153],[40,7673],[45,6176],[50,5160],[55,4631],[60,3784],[65,3273],[70,2998],[75,2645],[80,2294],[85,2146],[90,1943],[95,1774],[100,1509],[105,1452],[110,1329],[115,1204],[120,1130],[125,1056],[130,1010],[135,926],[140,918],[145,775],[150,739],[155,694],[160,632],[165,590],[170,544],[175,574],[180,513],[185,484],[190,490],[195,478],[200,392],[205,417],[210,384],[215,354],[220,362],[225,314],[230,323],[235,283],[240,288],[245,274],[250,277],[255,250],[260,288],[265,238],[270,248],[275,243],[280,229],[285,230],[290,218],[295,209],[300,202],[305,197],[310,190],[315,173],[320,173],[325,167],[330,153],[335,140],[340,181],[345,171],[350,154],[355,176],[360,144],[365,161],[370,130],[375,150],[380,139],[385,123],[390,137],[395,129],[400,124],[405,116],[410,108],[415,135],[420,124],[425,95],[430,118],[435,111],[440,111],[445,101],[450,93],[455,97],[460,91],[465,80],[470,78],[475,79],[480,86],[485,82],[490,90],[495,97],[500,82],[505,69],[510,82],[515,78],[520,64],[525,66],[530,71],[535,74],[540,59],[545,65],[550,64],[555,59],[560,74],[565,71],[570,60],[575,56],[580,56],[585,51],[590,44],[595,59],[600,50],[605,51],[610,51],[615,70],[620,51],[625,52],[630,65],[635,49],[640,49],[645,47],[650,53],[655,52],[660,39],[665,45],[670,46],[675,34],[680,40],[685,37],[690,39],[695,42],[700,46],[705,31],[710,51],[715,28],[720,27],[725,38],[730,31],[735,30],[740,31],[745,36],[750,37],[755,29],[760,28],[765,36],[770,23],[775,32],[780,35],[785,29],[790,22],[795,32],[800,27],[805,32],[810,31],[815,20],[820,21],[825,31],[830,28],[835,22],[840,16],[845,25],[850,26],[855,21],[860,25],[865,21],[870,23],[875,33],[880,28],[885,20],[890,17],[895,16],[900,22],[905,21],[910,10],[915,26],[920,27],[925,24],[930,14],[935,20],[940,15],[945,16],[950,39],[955,18],[960,20],[965,22],[970,18],[975,21],[980,23],[985,24],[990,105],[995,1785],[1000,826]]",21137445.606667209,1727
Minnesota,Minnesota,49.3457289,43.500374,-89.6017431,-97.1350853,45.153188523162925,-93.492257161036591,989.69740566762175,686635,73.053579195342138,63.975264655514579,759400,10554215,5210976,7373897,27839892,28,51738380,7,12934595,194829824.27338663,3190977896.1063256,1408185989.189739,2015971864.7787607,8004814345.0846043,7896.4302734375,14814779919.432779,"[[0,214225],[5,261043],[10,106427],[15,34011],[20,14417],[25,8585],[30,6085],[35,4565],[40,3554],[45,2713],[50,2119],[55,1923],[60,1578],[65,1419],[70,1176],[75,1055],[80,1036],[85,857],[90,825],[95,757],[100,656],[105,609],[110,610],[115,544],[120,517],[125,473],[130,461],[135,419],[140,392],[145,409],[150,377],[155,328],[160,328],[165,302],[170,296],[175,280],[180,240],[185,246],[190,255],[195,236],[200,206],[205,214],[210,203],[215,183],[220,181],[225,181],[230,177],[235,186],[240,184],[245,165],[250,153],[255,134],[260,149],[265,143],[270,148],[275,117],[280,141],[285,115],[290,120],[295,106],[300,121],[305,115],[310,112],[315,103],[320,103],[325,94],[330,79],[335,104],[340,84],[345,83],[350,84],[355,72],[360,96],[365,80],[370,91],[375,90],[380,90],[385,63],[390,58],[395,84],[400,55],[405,77],[410,76],[415,60],[420,66],[425,57],[430,65],[435,58],[440,56],[445,55],[450,57],[455,57],[460,68],[465,54],[470,56],[475,59],[480,56],[485,57],[490,41],[495,46],[500,56],[505,37],[510,43],[515,44],[520,42],[525,54],[530,40],[535,40],[540,39],[545,30],[550,37],[555,34],[560,36],[565,32],[570,47],[575,38],[580,32],[585,34],[590,34],[595,35],[600,42],[605,28],[610,56],[615,29],[620,32],[625,30],[630,38],[635,32],[640,31],[645,39],[650,36],[655,17],[660,24],[665,28],[670,30],[675,30],[680,35],[685,24],[690,28],[695,24],[700,31],[705,21],[710,32],[715,27],[720,23],[725,23],[730,26],[735,22],[740,25],[745,22],[750,31],[755,24],[760,24],[765,20],[770,24],[775,21],[780,21],[785,26],[790,20],[795,21],[800,22],[805,15],[810,23],[815,18],[820,14],[825,17],[830,16],[835,18],[840,16],[845,18],[850,20],[855,18],[860,14],[865,25],[870,13],[875,17],[880,15],[885,13],[890,7],[895,16],[900,8],[905,13],[910,19],[915,18],[920,18],[925,18],[930,17],[935,13],[940,12],[945,16],[950,17],[955,15],[960,15],[965,22],[970,16],[975,16],[980,16],[985,16],[990,57],[995,1025],[1000,543]]",7505944.4765604511,1519
Mississippi,Mississippi,34.995855,30.2093198,-88.1046714,-91.5089495,32.3264747390814,-89.585853145416692,1101.620687389644,287019,61.544003125142687,78.866540268733,1588974,4850474,3286890,3829299,11285519,42,24841156,10.5,6210289,463147909.45320934,1645284445.4853361,1022009128.5408055,1185190312.9541824,3783791295.291306,13342.773730468749,8099423091.7247763,"[[0,48511],[5,85323],[10,64973],[15,34353],[20,16197],[25,8206],[30,4667],[35,3192],[40,2538],[45,2064],[50,1683],[55,1333],[60,1104],[65,879],[70,876],[75,749],[80,610],[85,622],[90,509],[95,528],[100,407],[105,403],[110,374],[115,357],[120,350],[125,283],[130,248],[135,259],[140,225],[145,209],[150,172],[155,152],[160,156],[165,156],[170,132],[175,127],[180,146],[185,130],[190,94],[195,106],[200,82],[205,85],[210,91],[215,98],[220,84],[225,82],[230,93],[235,76],[240,77],[245,59],[250,55],[255,81],[260,55],[265,63],[270,54],[275,48],[280,53],[285,37],[290,29],[295,35],[300,44],[305,37],[310,40],[315,36],[320,35],[325,36],[330,31],[335,37],[340,26],[345,34],[350,30],[355,31],[360,32],[365,26],[370,28],[375,23],[380,32],[385,31],[390,20],[395,23],[400,22],[405,17],[410,25],[415,26],[420,18],[425,10],[430,19],[435,29],[440,19],[445,28],[450,21],[455,13],[460,16],[465,8],[470,23],[475,15],[480,12],[485,16],[490,14],[495,18],[500,20],[505,13],[510,16],[515,13],[520,11],[525,12],[530,15],[535,14],[540,13],[545,8],[550,12],[555,8],[560,8],[565,6],[570,11],[575,14],[580,14],[585,5],[590,18],[595,9],[600,5],[605,12],[610,14],[615,12],[620,5],[625,8],[630,7],[635,11],[640,12],[645,8],[650,13],[655,7],[660,10],[665,7],[670,8],[675,6],[680,6],[685,12],[690,8],[695,6],[700,8],[705,7],[710,8],[715,4],[720,10],[725,7],[730,8],[735,6],[740,7],[745,4],[750,7],[755,10],[760,7],[765,9],[770,4],[775,6],[780,6],[785,5],[790,8],[795,9],[800,3],[805,5],[810,6],[815,4],[820,11],[825,9],[830,9],[835,5],[840,4],[845,7],[850,10],[855,5],[860,4],[865,2],[870,8],[875,3],[880,1],[885,4],[890,8],[895,4],[900,1],[905,7],[910,6],[915,2],[920,5],[925,7],[930,4],[935,6],[940,3],[945,6],[950,2],[955,3],[960,4],[965,2],[970,4],[975,5],[980,4],[985,8],[990,27],[995,338],[1000,165]]",5169997.5475307647,356
Missouri,Missouri,40.5644046,35.9995792,-89.3082012,-95.558831,38.514465466091458,-92.2140882925273,1064.5188346000059,935304,74.118669108736668,77.584336210071569,2703280,13667797,9340927,10532117,30422127,33,66666248,8.25,16666562,743211829.07079482,4539877451.9204,2776168819.8310285,3144234244.3476591,9631359867.2109566,10279.288232421875,20834852212.380764,"[[0,226259],[5,320653],[10,189394],[15,87457],[20,35615],[25,15448],[30,8470],[35,5687],[40,4510],[45,3722],[50,3081],[55,2487],[60,2194],[65,1902],[70,1695],[75,1523],[80,1297],[85,1175],[90,1094],[95,1045],[100,902],[105,868],[110,780],[115,744],[120,725],[125,661],[130,552],[135,530],[140,530],[145,495],[150,446],[155,441],[160,364],[165,375],[170,327],[175,319],[180,316],[185,320],[190,301],[195,252],[200,235],[205,236],[210,260],[215,197],[220,226],[225,186],[230,175],[235,226],[240,188],[245,167],[250,166],[255,152],[260,146],[265,161],[270,150],[275,148],[280,125],[285,119],[290,120],[295,112],[300,126],[305,111],[310,105],[315,96],[320,115],[325,97],[330,109],[335,85],[340,99],[345,96],[350,87],[355,78],[360,101],[365,66],[370,76],[375,56],[380,75],[385,82],[390,76],[395,77],[400,88],[405,61],[410,76],[415,68],[420,59],[425,61],[430,64],[435,50],[440,57],[445,61],[450,57],[455,66],[460,62],[465,60],[470,53],[475,58],[480,48],[485,52],[490,55],[495,59],[500,38],[505,47],[510,41],[515,46],[520,47],[525,41],[530,40],[535,48],[540,42],[545,35],[550,47],[555,42],[560,42],[565,42],[570,29],[575,34],[580,39],[585,30],[590,30],[595,32],[600,30],[605,31],[610,33],[615,28],[620,34],[625,27],[630,22],[635,33],[640,24],[645,27],[650,32],[655,36],[660,27],[665,38],[670,29],[675,27],[680,22],[685,22],[690,28],[695,21],[700,32],[705,20],[710,12],[715,25],[720,25],[725,22],[730,23],[735,26],[740,15],[745,19],[750,18],[755,19],[760,26],[765,23],[770,14],[775,25],[780,22],[785,19],[790,29],[795,20],[800,24],[805,22],[810,12],[815,21],[820,16],[825,22],[830,11],[835,17],[840,16],[845,13],[850,18],[855,11],[860,12],[865,14],[870,15],[875,16],[880,7],[885,11],[890,16],[895,7],[900,15],[905,13],[910,14],[915,15],[920,8],[925,19],[930,17],[935,10],[940,21],[945,11],[950,14],[955,18],[960,12],[965,10],[970,23],[975,18],[980,14],[985,20],[990,43],[995,919],[1000,496]]",16710659.161232432,2861
Montana,Montana,48.9991545,44.6319393,-104.0418383,-116.0290009,46.755400375581672,-111.22675659881168,1029.0151829385443,104884,46.165472979257743,75.471861035755666,168253,1594317,1008907,1278556,3471195,34,7521228,8.5,1880307,44130337.268380709,509751981.67640209,284922753.88519257,363214888.93413645,1026164482.8802534,10077.719531249999,2228184444.64436,"[[0,26572],[5,33411],[10,19685],[15,9375],[20,4557],[25,2321],[30,1369],[35,937],[40,774],[45,626],[50,511],[55,408],[60,324],[65,313],[70,285],[75,251],[80,200],[85,180],[90,170],[95,151],[100,138],[105,119],[110,110],[115,106],[120,93],[125,85],[130,73],[135,73],[140,69],[145,65],[150,62],[155,61],[160,66],[165,60],[170,43],[175,53],[180,38],[185,39],[190,47],[195,36],[200,22],[205,20],[210,30],[215,29],[220,24],[225,17],[230,28],[235,25],[240,17],[245,23],[250,17],[255,28],[260,25],[265,17],[270,21],[275,17],[280,17],[285,12],[290,13],[295,8],[300,11],[305,17],[310,16],[315,19],[320,14],[325,7],[330,8],[335,12],[340,21],[345,5],[350,13],[355,4],[360,9],[365,11],[370,11],[375,11],[380,5],[385,8],[390,6],[395,9],[400,2],[405,9],[410,5],[415,10],[420,6],[425,7],[430,5],[435,6],[440,3],[445,7],[450,5],[455,8],[460,9],[465,7],[470,7],[475,9],[480,2],[485,3],[490,9],[495,4],[500,5],[505,3],[510,5],[515,3],[520,2],[525,1],[530,5],[535,5],[540,4],[545,5],[550,4],[555,4],[560,4],[565,3],[570,5],[575,4],[580,6],[585,2],[590,2],[595,4],[600,2],[605,4],[610,4],[615,1],[620,1],[625,4],[630,8],[635,3],[640,1],[645,3],[650,2],[655,3],[660,1],[670,2],[675,4],[680,5],[685,3],[695,3],[700,1],[710,2],[715,3],[720,1],[725,1],[730,2],[735,2],[740,1],[745,7],[760,3],[770,2],[775,3],[785,1],[800,2],[805,2],[810,1],[815,2],[825,1],[830,2],[835,1],[840,1],[845,3],[850,1],[855,1],[860,1],[865,1],[875,2],[895,2],[900,4],[910,2],[920,1],[925,1],[930,1],[955,1],[975,1],[980,3],[985,2],[990,10],[995,66],[1000,17]]",592492.83441802545,260
Nebraska,Nebraska,42.9995886,40.0089901,-95.5797175,-103.9366277,41.163866700848693,-97.212076071955778,1076.7678736469475,271216,56.996200528248586,81.771860320676325,386729,3947764,2446411,3488837,9130704,30,19400445,7.5,4850111.25,107828106.95158988,1335340507.7769203,716383268.62830484,1064865525.1581433,2877511717.9057508,9624.277734375,6101929126.4206734,"[[0,69501],[5,105096],[10,48771],[15,18643],[20,7113],[25,3601],[30,2272],[35,1572],[40,1306],[45,993],[50,861],[55,801],[60,742],[65,614],[70,568],[75,511],[80,434],[85,363],[90,387],[95,349],[100,279],[105,254],[110,272],[115,253],[120,225],[125,222],[130,216],[135,193],[140,165],[145,164],[150,150],[155,176],[160,121],[165,111],[170,119],[175,117],[180,95],[185,98],[190,104],[195,94],[200,80],[205,70],[210,74],[215,73],[220,71],[225,70],[230,70],[235,58],[240,63],[245,57],[250,43],[255,54],[260,46],[265,57],[270,46],[275,43],[280,52],[285,44],[290,38],[295,42],[300,37],[305,34],[310,37],[315,38],[320,36],[325,45],[330,29],[335,39],[340,30],[345,27],[350,31],[355,28],[360,30],[365,22],[370,22],[375,21],[380,27],[385,25],[390,27],[395,28],[400,24],[405,25],[410,15],[415,16],[420,13],[425,21],[430,13],[435,22],[440,16],[445,14],[450,12],[455,27],[460,11],[465,23],[470,19],[475,21],[480,15],[485,12],[490,16],[495,15],[500,17],[505,14],[510,16],[515,16],[520,14],[525,15],[530,12],[535,11],[540,14],[545,14],[550,15],[555,11],[560,16],[565,11],[570,11],[575,16],[580,13],[585,13],[590,10],[595,11],[600,9],[605,3],[610,10],[615,14],[620,8],[625,8],[630,10],[635,6],[640,14],[645,5],[650,9],[655,11],[660,8],[665,7],[670,5],[675,11],[680,7],[685,6],[690,6],[695,10],[700,6],[705,2],[710,5],[715,6],[720,7],[725,7],[730,10],[735,9],[740,10],[745,8],[750,2],[755,3],[760,6],[765,1],[770,6],[775,2],[780,4],[785,7],[790,8],[795,4],[800,3],[805,4],[810,7],[815,4],[820,7],[825,3],[830,1],[835,6],[840,5],[845,1],[850,3],[855,3],[860,4],[865,4],[870,5],[875,4],[880,5],[885,1],[890,7],[895,3],[900,4],[905,3],[910,3],[915,2],[920,4],[925,7],[930,10],[935,6],[940,1],[945,2],[950,5],[955,3],[960,7],[965,5],[970,3],[975,3],[980,5],[985,6],[990,11],[995,311],[1000,145]]",3091769.6028632503,208
Nevada,Nevada,41.9894167,35.0139473,-114.0436091,-120.0055311,37.066992874377469,-116.31547437120982,1374.3898145664325,521337,70.644281943663188,91.233587257254158,527660,7783511,5411331,6497040,12547074,37,32766616,9.25,8191654,185273481.25154993,3375412748.8874416,2092720998.2234156,2431426821.5982361,4938648483.2805185,14775.902783203124,13023482533.241135,"[[0,97677],[5,188722],[10,116899],[15,53584],[20,23641],[25,11200],[30,6375],[35,4038],[40,2713],[45,1936],[50,1454],[55,1179],[60,986],[65,793],[70,704],[75,567],[80,459],[85,444],[90,402],[95,356],[100,332],[105,296],[110,278],[115,272],[120,236],[125,229],[130,197],[135,206],[140,165],[145,160],[150,154],[155,130],[160,133],[165,139],[170,128],[175,101],[180,99],[185,89],[190,112],[195,99],[200,98],[205,94],[210,94],[215,92],[220,77],[225,79],[230,61],[235,60],[240,79],[245,63],[250,63],[255,49],[260,53],[265,70],[270,49],[275,55],[280,47],[285,52],[290,49],[295,37],[300,45],[305,48],[310,41],[315,35],[320,37],[325,25],[330,38],[335,34],[340,31],[345,32],[350,29],[355,22],[360,39],[365,27],[370,30],[375,24],[380,18],[385,30],[390,23],[395,22],[400,21],[405,30],[410,24],[415,23],[420,27],[425,22],[430,14],[435,24],[440,27],[445,25],[450,23],[455,19],[460,17],[465,26],[470,26],[475,14],[480,17],[485,16],[490,22],[495,16],[500,13],[505,10],[510,24],[515,10],[520,19],[525,12],[530,8],[535,13],[540,14],[545,13],[550,18],[555,16],[560,15],[565,9],[570,9],[575,9],[580,12],[585,11],[590,10],[595,13],[600,8],[605,4],[610,9],[615,9],[620,15],[625,11],[630,8],[635,8],[640,11],[645,9],[650,7],[655,8],[660,10],[665,6],[670,6],[675,10],[680,10],[685,7],[690,5],[695,7],[700,12],[705,10],[710,10],[715,6],[720,8],[725,11],[730,6],[735,8],[740,5],[745,8],[750,6],[755,6],[760,6],[765,5],[770,5],[775,7],[780,6],[785,4],[790,6],[795,7],[800,5],[805,9],[810,2],[815,6],[820,6],[825,3],[830,6],[835,7],[840,6],[845,5],[850,4],[855,5],[860,4],[865,7],[870,2],[875,6],[880,2],[885,4],[890,1],[895,3],[900,5],[905,5],[910,6],[915,3],[920,6],[925,6],[930,8],[935,2],[940,1],[945,5],[950,2],[955,4],[960,3],[965,6],[970,5],[975,4],[980,7],[985,7],[990,31],[995,344],[1000,148]]",4924250.2094399612,12759
New Hampshire,New Hampshire,45.2522702,42.6972207,-70.6135175,-72.5531788,43.086685788623669,-71.421219872667791,975.70212607889323,93926,49.431480250498545,66.477457711090665,109075,1326271,848296,871932,4086363,25,7241937,6.25,1810484.25,27271297.044320654,393862157.07855129,230413739.12182587,234034050.56636703,1171299503.0639768,6963.2086120605463,2056880746.8750279,"[[0,32747],[5,36442],[10,11237],[15,3676],[20,1676],[25,977],[30,682],[35,551],[40,469],[45,362],[50,351],[55,270],[60,259],[65,255],[70,210],[75,221],[80,179],[85,139],[90,151],[95,168],[100,132],[105,95],[110,101],[115,74],[120,87],[125,96],[130,85],[135,70],[140,83],[145,73],[150,59],[155,50],[160,50],[165,50],[170,45],[175,53],[180,41],[185,45],[190,39],[195,32],[200,34],[205,42],[210,40],[215,29],[220,28],[225,28],[230,28],[235,23],[240,28],[245,21],[250,16],[255,26],[260,18],[265,30],[270,24],[275,26],[280,23],[285,26],[290,18],[295,20],[300,17],[305,23],[310,19],[315,13],[320,23],[325,11],[330,10],[335,16],[340,12],[345,9],[350,11],[355,24],[360,11],[365,15],[370,16],[375,9],[380,11],[385,17],[390,9],[395,10],[400,13],[405,9],[410,2],[415,6],[420,8],[425,9],[430,10],[435,8],[440,10],[445,13],[450,8],[455,5],[460,9],[465,11],[470,4],[475,6],[480,6],[485,6],[490,6],[495,5],[500,9],[505,12],[510,5],[515,5],[520,5],[525,4],[530,3],[535,6],[540,7],[545,8],[550,3],[555,6],[560,3],[565,8],[570,6],[575,8],[580,7],[585,5],[590,4],[595,7],[600,7],[605,6],[610,4],[615,5],[620,2],[625,4],[630,5],[635,3],[640,6],[645,9],[650,2],[655,2],[660,3],[665,4],[670,3],[675,6],[685,4],[690,2],[695,5],[700,8],[705,6],[710,7],[715,6],[720,3],[725,4],[730,2],[735,1],[740,4],[750,2],[755,2],[760,1],[765,4],[770,3],[775,5],[780,3],[785,3],[790,1],[795,1],[805,4],[810,2],[815,2],[820,1],[825,2],[830,2],[835,1],[840,3],[845,2],[850,4],[855,1],[860,3],[865,1],[870,1],[875,2],[880,4],[885,3],[890,5],[895,4],[900,2],[905,2],[910,2],[915,6],[920,1],[925,2],[930,2],[935,3],[940,2],[945,4],[950,2],[955,2],[965,2],[970,4],[975,3],[980,3],[985,4],[990,9],[995,167],[1000,38]]",890605.31395689968,262
New Jersey,New Jersey,41.354818,38.9299095,-73.9066342,-75.559568,40.371097637342451,-74.472915512404342,1002.4295883751901,759066,47.435839761523212,67.911695631752,1521544,8768373,6549473,5735374,28695802,24,51270566,6,12817641.5,393805321.90932906,2695033178.7547641,1865145573.0448577,1598927443.6881275,8516051805.8989706,7160.2597167968752,15068963323.295942,"[[0,287143],[5,273117],[10,95375],[15,32694],[20,13710],[25,8048],[30,5629],[35,4508],[40,3675],[45,2955],[50,2573],[55,2145],[60,1935],[65,1603],[70,1419],[75,1217],[80,1080],[85,1024],[90,899],[95,737],[100,737],[105,650],[110,643],[115,557],[120,559],[125,488],[130,485],[135,417],[140,395],[145,353],[150,311],[155,307],[160,289],[165,269],[170,287],[175,285],[180,248],[185,218],[190,217],[195,211],[200,197],[205,173],[210,209],[215,170],[220,181],[225,173],[230,169],[235,152],[240,177],[245,171],[250,144],[255,156],[260,138],[265,125],[270,116],[275,116],[280,137],[285,117],[290,84],[295,120],[300,112],[305,101],[310,104],[315,108],[320,82],[325,77],[330,67],[335,79],[340,88],[345,93],[350,78],[355,78],[360,75],[365,69],[370,75],[375,87],[380,67],[385,58],[390,81],[395,63],[400,79],[405,71],[410,58],[415,59],[420,39],[425,56],[430,50],[435,61],[440,47],[445,49],[450,42],[455,62],[460,54],[465,55],[470,60],[475,43],[480,34],[485,57],[490,51],[495,44],[500,38],[505,50],[510,43],[515,36],[520,45],[525,48],[530,46],[535,46],[540,32],[545,36],[550,32],[555,36],[560,41],[565,37],[570,36],[575,49],[580,37],[585,37],[590,31],[595,31],[600,34],[605,27],[610,26],[615,32],[620,27],[625,30],[630,27],[635,38],[640,28],[645,32],[650,25],[655,34],[660,23],[665,23],[670,27],[675,18],[680,27],[685,32],[690,22],[695,27],[700,24],[705,25],[710,17],[715,28],[720,19],[725,15],[730,26],[735,21],[740,12],[745,22],[750,22],[755,19],[760,21],[765,19],[770,21],[775,19],[780,17],[785,15],[790,15],[795,20],[800,15],[805,12],[810,16],[815,17],[820,11],[825,17],[830,23],[835,24],[840,14],[845,11],[850,15],[855,16],[860,15],[865,12],[870,17],[875,13],[880,12],[885,15],[890,8],[895,15],[900,20],[905,13],[910,17],[915,20],[920,14],[925,13],[930,12],[935,21],[940,9],[945,12],[950,17],[955,9],[960,9],[965,19],[970,13],[975,13],[980,14],[985,25],[990,49],[995,1002],[1000,554]]",9567798.3581599873,12640
